,mapper_node_location,ESR1,AR,VDR,KRT5,MKI67,KRT18,MME,SMN1,TP63
GTEX-ZTTD-1026-SM-51MRD,none,0.5855442343171,-0.441542922334993,-0.383000057541973,0.082552432488937,-0.254984492574015,0.406970000560702,-0.659737093880239,1.08567984360912,-0.125370263342008
GTEX-ZTX8-1226-SM-4YCE9,none,0.155922714169386,0.019461194607048,-0.007029741891318,-0.01619048534284,-0.193858570946187,0.431896457123279,-1.0730033032725,-0.402349433503386,-0.315331293773342
GTEX-ZU9S-1926-SM-5NQBP,none,3.64912887418116,1.51366286438725,-0.147245362353354,1.54732241656289,-0.139056020521238,3.44374196470876,-0.800951420888729,1.37667223557779,-0.036214025002773
GTEX-ZUA1-1526-SM-59HLS,d,-0.50268489539716,-0.759879465641886,-0.853822116446358,-0.838314481731491,-0.276062396583611,-0.784484225012701,-0.391971269344972,-0.296534018242052,-0.697493461126947
GTEX-ZV6S-1826-SM-5NQ8D,f,-0.561255486976399,-0.333399886091981,-0.16167932328327,-0.602778774657583,-0.257092282974975,-0.759405777861328,-0.11270076321636,-1.00417460780222,-0.445705491545791
GTEX-ZV7C-1826-SM-5NQ83,none,-0.180858187411237,0.173806185301299,-0.012528393674143,-0.005552528305238,-0.347727270216238,-0.004620513899404,-0.74049544702567,-0.071676260811718,-0.415688064567255
GTEX-ZVE2-1226-SM-5NQ8R,b,-0.317470976812812,-1.35898173215247,0.456231670811682,-0.352836806015514,-0.322433785404722,0.760196128923069,-0.902237735308557,-0.329601335511219,-0.113721709589143
GTEX-ZVT2-1826-SM-5NQ8W,none,0.710629832822761,0.240316691159677,2.02403476038964,1.14011209246838,-0.198074151748106,0.723262415845592,-0.238575514767059,-0.76608992346422,0.652394710310816
GTEX-ZVT4-1026-SM-57WC4,f,-0.326973120659444,-1.07720058137842,0.406056473293405,-0.016257180998248,-0.164349505332753,-0.300394199696808,-0.388136375480524,-0.144424358803885,-0.176892712633525
GTEX-ZVTK-0326-SM-51MRR,none,2.98444612346677,0.399738819705712,-0.560331577538077,0.156417870853472,-0.345619479815278,1.79008435860611,-0.462804014841243,0.120114179349449,0.00052372144857
GTEX-ZVZQ-0826-SM-51MRF,b|c,-0.355479552199339,-0.918793880402743,-0.325264213822311,-0.063010835439366,0.094908713985277,-0.053865464669373,-0.069614602739329,-1.42082280539372,0.192276837072654
GTEX-ZWKS-2826-SM-5NQ74,b|c,-0.594746649714527,-1.69204197522953,-0.740412423425594,-0.847851960454857,0.008489307545934,-0.780076497937611,-1.1826361513973,-0.673501435110553,-0.707349929687064
GTEX-ZXES-0826-SM-5E43C,e,-0.354233369399781,0.310888907299482,5.71156811224661,1.70182290231588,-0.052636614081895,1.34627183932121,1.13003043085676,0.113500715895616,0.67658786041292
GTEX-ZY6K-1626-SM-5GZWV,none,-0.076801923648121,-0.335430741232695,0.107067282602299,0.385817577629829,-0.343511689414318,0.165000983197154,-0.91622381881419,0.53676237694095,-0.098040964152594
GTEX-ZYFC-0826-SM-5E44K,b,-0.318405613912481,-0.583195068399782,-0.778215654432515,-0.838614612180827,-0.147487182125076,-0.761381655515679,-0.609883473642418,-0.594139873664553,-0.709142014879812
GTEX-ZYT6-0126-SM-5E45J,d|f,-0.42744660887383,0.061093724991681,-0.782339643269634,-0.839014786113276,-0.347727270216238,-0.801659161546672,-0.303768710462672,-0.481710994949386,-0.706005865792502
GTEX-ZYW4-0826-SM-5GIDG,b,-0.577767409070546,-1.31430291905676,-0.274401684831181,-0.816671741551543,-0.311894833399925,-0.698761532931645,-0.551457737707595,-0.600753337118386,-0.696597418530573
GTEX-ZZ64-1226-SM-5E43R,d,-0.58540027871784,0.31495061758091,-0.86963074032198,-0.838914742630164,-0.398314239839268,-0.804850963911392,0.310039889841004,-0.170878212619218,-0.716758376948993
GTEX-ZZPU-0626-SM-5E43T,h,-0.3476909097021,-0.04400302854026,1.77590809868967,2.06297987635106,-0.115870326110682,-0.04398607639762,2.6504530571143,0.688872036379118,1.10937643446167
